,REGIÃO,ESTADO,VALOR REVENDA (R$/L),DATA,ANO
438,NORDESTE,PERNAMBUCO,2.147,2004-09-01,2004
439,NORDESTE,PIAUI,2.209,2004-09-01,2004
440,NORDESTE,RIO GRANDE DO NORTE,2.113,2004-09-01,2004
441,NORDESTE,CEARA,2.273,2004-09-01,2004
442,NORDESTE,MARANHAO,2.191,2004-09-01,2004
443,NORTE,RORAIMA,2.146,2004-09-01,2004
444,NORTE,RONDONIA,2.473,2004-09-01,2004
445,NORTE,PARA,2.43,2004-09-01,2004
446,NORTE,AMAZONAS,2.251,2004-09-01,2004
447,NORTE,AMAPA,2.405,2004-09-01,2004
448,NORTE,ACRE,2.558,2004-09-01,2004
449,NORDESTE,SERGIPE,2.121,2004-09-01,2004
450,NORDESTE,ALAGOAS,2.209,2004-09-01,2004
451,SUL,RIO GRANDE DO SUL,2.272,2004-09-01,2004
452,SUL,PARANA,2.146,2004-09-01,2004
453,SUDESTE,SAO PAULO,2.034,2004-09-01,2004
454,SUDESTE,RIO DE JANEIRO,2.181,2004-09-01,2004
455,SUDESTE,MINAS GERAIS,2.126,2004-09-01,2004
456,SUDESTE,ESPIRITO SANTO,2.12,2004-09-01,2004
457,SUL,SANTA CATARINA,2.203,2004-09-01,2004
458,NORTE,TOCANTINS,2.305,2004-09-01,2004
459,NORDESTE,ALAGOAS,2.212,2004-09-08,2004
460,CENTRO OESTE,MATO GROSSO DO SUL,2.329,2004-09-08,2004
461,CENTRO OESTE,MATO GROSSO,2.56,2004-09-08,2004
462,CENTRO OESTE,GOIAS,2.144,2004-09-08,2004
463,CENTRO OESTE,DISTRITO FEDERAL,2.128,2004-09-08,2004
464,NORDESTE,BAHIA,2.226,2004-09-08,2004
465,NORDESTE,CEARA,2.271,2004-09-08,2004
466,NORDESTE,MARANHAO,2.205,2004-09-08,2004
467,SUL,SANTA CATARINA,2.202,2004-09-08,2004
468,SUL,RIO GRANDE DO SUL,2.282,2004-09-08,2004
469,SUL,PARANA,2.136,2004-09-08,2004
470,SUDESTE,SAO PAULO,2.032,2004-09-08,2004
471,SUDESTE,RIO DE JANEIRO,2.179,2004-09-08,2004
472,SUDESTE,MINAS GERAIS,2.126,2004-09-08,2004
473,SUDESTE,ESPIRITO SANTO,2.162,2004-09-08,2004
474,NORTE,TOCANTINS,2.319,2004-09-08,2004
475,NORTE,RORAIMA,2.146,2004-09-08,2004
476,NORTE,PARA,2.424,2004-09-08,2004
477,NORTE,AMAZONAS,2.248,2004-09-08,2004
478,NORTE,AMAPA,2.398,2004-09-08,2004
479,NORTE,ACRE,2.569,2004-09-08,2004
480,NORDESTE,SERGIPE,2.122,2004-09-08,2004
481,NORDESTE,RIO GRANDE DO NORTE,2.119,2004-09-08,2004
482,NORDESTE,PIAUI,2.204,2004-09-08,2004
483,NORDESTE,PERNAMBUCO,2.153,2004-09-08,2004
484,NORTE,RONDONIA,2.468,2004-09-08,2004
485,NORDESTE,PARAIBA,2.081,2004-09-08,2004
486,SUL,RIO GRANDE DO SUL,2.284,2004-09-15,2004
487,SUL,SANTA CATARINA,2.201,2004-09-15,2004
488,SUL,PARANA,2.131,2004-09-15,2004
489,SUDESTE,SAO PAULO,2.032,2004-09-15,2004
490,CENTRO OESTE,MATO GROSSO,2.564,2004-09-15,2004
491,SUDESTE,MINAS GERAIS,2.131,2004-09-15,2004
492,CENTRO OESTE,DISTRITO FEDERAL,2.145,2004-09-15,2004
493,CENTRO OESTE,GOIAS,2.134,2004-09-15,2004
494,CENTRO OESTE,MATO GROSSO DO SUL,2.337,2004-09-15,2004
495,NORDESTE,ALAGOAS,2.204,2004-09-15,2004
496,NORDESTE,BAHIA,2.225,2004-09-15,2004
497,NORDESTE,CEARA,2.263,2004-09-15,2004
498,NORDESTE,MARANHAO,2.201,2004-09-15,2004
499,NORDESTE,PARAIBA,2.076,2004-09-15,2004
500,NORDESTE,PERNAMBUCO,2.154,2004-09-15,2004
501,SUDESTE,RIO DE JANEIRO,2.181,2004-09-15,2004
502,NORDESTE,PIAUI,2.206,2004-09-15,2004
503,NORDESTE,SERGIPE,2.121,2004-09-15,2004
504,NORTE,ACRE,2.566,2004-09-15,2004
505,NORTE,AMAPA,2.352,2004-09-15,2004
506,NORTE,AMAZONAS,2.258,2004-09-15,2004
507,NORTE,PARA,2.424,2004-09-15,2004
508,NORTE,RONDONIA,2.467,2004-09-15,2004
509,NORTE,RORAIMA,2.148,2004-09-15,2004
510,NORTE,TOCANTINS,2.29,2004-09-15,2004
511,SUDESTE,ESPIRITO SANTO,2.167,2004-09-15,2004
512,NORDESTE,RIO GRANDE DO NORTE,2.115,2004-09-15,2004
513,NORDESTE,RIO GRANDE DO NORTE,2.118,2004-09-22,2004
514,NORDESTE,PIAUI,2.21,2004-09-22,2004
515,CENTRO OESTE,GOIAS,2.133,2004-09-22,2004
516,CENTRO OESTE,MATO GROSSO,2.551,2004-09-22,2004
517,CENTRO OESTE,MATO GROSSO DO SUL,2.344,2004-09-22,2004
518,NORDESTE,ALAGOAS,2.205,2004-09-22,2004
519,NORDESTE,BAHIA,2.227,2004-09-22,2004
520,NORDESTE,CEARA,2.26,2004-09-22,2004
521,NORDESTE,MARANHAO,2.191,2004-09-22,2004
522,NORDESTE,PARAIBA,2.061,2004-09-22,2004
523,NORDESTE,PERNAMBUCO,2.152,2004-09-22,2004
524,CENTRO OESTE,DISTRITO FEDERAL,2.134,2004-09-22,2004
525,SUL,SANTA CATARINA,2.201,2004-09-22,2004
526,NORDESTE,SERGIPE,2.123,2004-09-22,2004
527,NORTE,ACRE,2.57,2004-09-22,2004
528,NORTE,AMAPA,2.409,2004-09-22,2004
529,NORTE,AMAZONAS,2.249,2004-09-22,2004
530,NORTE,PARA,2.424,2004-09-22,2004
531,NORTE,RONDONIA,2.463,2004-09-22,2004
532,NORTE,RORAIMA,2.153,2004-09-22,2004
533,NORTE,TOCANTINS,2.291,2004-09-22,2004
534,SUDESTE,ESPIRITO SANTO,2.162,2004-09-22,2004
535,SUDESTE,MINAS GERAIS,2.128,2004-09-22,2004
536,SUDESTE,RIO DE JANEIRO,2.181,2004-09-22,2004
537,SUDESTE,SAO PAULO,2.031,2004-09-22,2004
538,SUL,PARANA,2.125,2004-09-22,2004
539,SUL,RIO GRANDE DO SUL,2.286,2004-09-22,2004
540,CENTRO OESTE,DISTRITO FEDERAL,2.111,2004-09-29,2004
541,CENTRO OESTE,GOIAS,2.15,2004-09-29,2004
542,CENTRO OESTE,MATO GROSSO,2.546,2004-09-29,2004
543,CENTRO OESTE,MATO GROSSO DO SUL,2.344,2004-09-29,2004
544,NORDESTE,ALAGOAS,2.205,2004-09-29,2004
545,NORDESTE,BAHIA,2.229,2004-09-29,2004
546,NORDESTE,CEARA,2.255,2004-09-29,2004
547,NORDESTE,MARANHAO,2.191,2004-09-29,2004
548,NORDESTE,PARAIBA,2.061,2004-09-29,2004
549,NORDESTE,PERNAMBUCO,2.154,2004-09-29,2004
550,NORDESTE,RIO GRANDE DO NORTE,2.116,2004-09-29,2004
551,NORDESTE,PIAUI,2.201,2004-09-29,2004
552,NORDESTE,SERGIPE,2.121,2004-09-29,2004
553,NORTE,ACRE,2.57,2004-09-29,2004
554,NORTE,AMAPA,2.4,2004-09-29,2004
555,NORTE,PARA,2.424,2004-09-29,2004
556,NORTE,RONDONIA,2.473,2004-09-29,2004
557,NORTE,RORAIMA,2.148,2004-09-29,2004
558,NORTE,TOCANTINS,2.288,2004-09-29,2004
559,NORTE,AMAZONAS,2.251,2004-09-29,2004
560,SUDESTE,MINAS GERAIS,2.126,2004-09-29,2004
561,SUDESTE,ESPIRITO SANTO,2.161,2004-09-29,2004
562,SUL,SANTA CATARINA,2.199,2004-09-29,2004
563,SUL,PARANA,2.122,2004-09-29,2004
564,SUDESTE,SAO PAULO,2.032,2004-09-29,2004
565,SUDESTE,RIO DE JANEIRO,2.184,2004-09-29,2004
566,SUL,RIO GRANDE DO SUL,2.285,2004-09-29,2004
567,SUDESTE,ESPIRITO SANTO,2.166,2004-10-06,2004
568,CENTRO OESTE,MATO GROSSO,2.539,2004-10-06,2004
569,CENTRO OESTE,GOIAS,2.146,2004-10-06,2004
570,CENTRO OESTE,DISTRITO FEDERAL,2.086,2004-10-06,2004
571,CENTRO OESTE,MATO GROSSO DO SUL,2.348,2004-10-06,2004
572,NORTE,TOCANTINS,2.287,2004-10-06,2004
573,NORDESTE,BAHIA,2.23,2004-10-06,2004
574,SUDESTE,MINAS GERAIS,2.129,2004-10-06,2004
575,SUDESTE,RIO DE JANEIRO,2.184,2004-10-06,2004
576,SUDESTE,SAO PAULO,2.034,2004-10-06,2004
577,SUL,PARANA,2.126,2004-10-06,2004
578,SUL,RIO GRANDE DO SUL,2.281,2004-10-06,2004
579,SUL,SANTA CATARINA,2.203,2004-10-06,2004
580,NORTE,RORAIMA,2.156,2004-10-06,2004
581,NORTE,RONDONIA,2.47,2004-10-06,2004
582,NORTE,PARA,2.422,2004-10-06,2004
583,NORTE,AMAZONAS,2.243,2004-10-06,2004
584,NORTE,AMAPA,2.411,2004-10-06,2004
585,NORTE,ACRE,2.568,2004-10-06,2004
586,NORDESTE,SERGIPE,2.123,2004-10-06,2004
587,NORDESTE,RIO GRANDE DO NORTE,2.119,2004-10-06,2004
588,NORDESTE,PIAUI,2.197,2004-10-06,2004
589,NORDESTE,PERNAMBUCO,2.145,2004-10-06,2004
590,NORDESTE,PARAIBA,2.079,2004-10-06,2004
591,NORDESTE,MARANHAO,2.184,2004-10-06,2004
592,NORDESTE,CEARA,2.286,2004-10-06,2004
593,NORDESTE,ALAGOAS,2.205,2004-10-06,2004
594,SUDESTE,MINAS GERAIS,2.136,2004-10-13,2004
595,CENTRO OESTE,MATO GROSSO,2.557,2004-10-13,2004
596,CENTRO OESTE,MATO GROSSO DO SUL,2.357,2004-10-13,2004
597,NORDESTE,ALAGOAS,2.205,2004-10-13,2004
598,NORDESTE,BAHIA,2.229,2004-10-13,2004
599,NORDESTE,CEARA,2.285,2004-10-13,2004
600,NORDESTE,MARANHAO,2.188,2004-10-13,2004
601,NORDESTE,PARAIBA,2.074,2004-10-13,2004
602,NORDESTE,PERNAMBUCO,2.144,2004-10-13,2004
603,NORDESTE,PIAUI,2.197,2004-10-13,2004
604,NORDESTE,RIO GRANDE DO NORTE,2.117,2004-10-13,2004
605,CENTRO OESTE,GOIAS,2.163,2004-10-13,2004
606,NORDESTE,SERGIPE,2.124,2004-10-13,2004
607,NORTE,AMAPA,2.397,2004-10-13,2004
608,NORTE,AMAZONAS,2.253,2004-10-13,2004
609,SUL,SANTA CATARINA,2.206,2004-10-13,2004
610,SUL,RIO GRANDE DO SUL,2.29,2004-10-13,2004
611,SUL,PARANA,2.141,2004-10-13,2004
612,SUDESTE,SAO PAULO,2.041,2004-10-13,2004
613,SUDESTE,RIO DE JANEIRO,2.191,2004-10-13,2004
614,NORTE,PARA,2.427,2004-10-13,2004
615,SUDESTE,ESPIRITO SANTO,2.188,2004-10-13,2004
616,NORTE,TOCANTINS,2.287,2004-10-13,2004
617,NORTE,ACRE,2.57,2004-10-13,2004
618,CENTRO OESTE,DISTRITO FEDERAL,2.013,2004-10-13,2004
619,NORTE,RORAIMA,2.152,2004-10-13,2004
620,NORTE,RONDONIA,2.472,2004-10-13,2004
621,NORDESTE,BAHIA,2.305,2004-10-20,2004
622,NORTE,TOCANTINS,2.335,2004-10-20,2004
623,NORTE,RORAIMA,2.17,2004-10-20,2004
624,NORTE,RONDONIA,2.532,2004-10-20,2004
625,NORTE,PARA,2.477,2004-10-20,2004
626,NORTE,AMAZONAS,2.302,2004-10-20,2004
627,NORTE,AMAPA,2.452,2004-10-20,2004
628,NORTE,ACRE,2.619,2004-10-20,2004
629,NORDESTE,SERGIPE,2.165,2004-10-20,2004
630,NORDESTE,RIO GRANDE DO NORTE,2.194,2004-10-20,2004
631,SUDESTE,ESPIRITO SANTO,2.238,2004-10-20,2004
632,NORDESTE,PIAUI,2.242,2004-10-20,2004
633,NORDESTE,PARAIBA,2.105,2004-10-20,2004
634,NORDESTE,MARANHAO,2.242,2004-10-20,2004
635,NORDESTE,CEARA,2.333,2004-10-20,2004
636,NORDESTE,ALAGOAS,2.241,2004-10-20,2004
637,CENTRO OESTE,MATO GROSSO DO SUL,2.412,2004-10-20,2004
638,CENTRO OESTE,MATO GROSSO,2.628,2004-10-20,2004
639,CENTRO OESTE,GOIAS,2.216,2004-10-20,2004
640,CENTRO OESTE,DISTRITO FEDERAL,2.141,2004-10-20,2004
641,NORDESTE,PERNAMBUCO,2.175,2004-10-20,2004
642,SUDESTE,MINAS GERAIS,2.183,2004-10-20,2004
643,SUDESTE,SAO PAULO,2.1,2004-10-20,2004
644,SUL,PARANA,2.203,2004-10-20,2004
645,SUL,RIO GRANDE DO SUL,2.363,2004-10-20,2004
646,SUL,SANTA CATARINA,2.276,2004-10-20,2004
647,SUDESTE,RIO DE JANEIRO,2.238,2004-10-20,2004
648,NORDESTE,ALAGOAS,2.258,2004-10-27,2004
649,NORDESTE,BAHIA,2.301,2004-10-27,2004
650,NORDESTE,CEARA,2.35,2004-10-27,2004
651,NORDESTE,MARANHAO,2.232,2004-10-27,2004
652,NORDESTE,PARAIBA,2.129,2004-10-27,2004
653,NORDESTE,PERNAMBUCO,2.224,2004-10-27,2004
654,NORDESTE,PIAUI,2.232,2004-10-27,2004
655,NORDESTE,RIO GRANDE DO NORTE,2.19,2004-10-27,2004
656,NORDESTE,SERGIPE,2.163,2004-10-27,2004
657,NORTE,ACRE,2.471,2004-10-27,2004
658,NORTE,AMAPA,2.463,2004-10-27,2004
659,NORTE,AMAZONAS,2.325,2004-10-27,2004
660,NORTE,PARA,2.491,2004-10-27,2004
661,NORTE,RONDONIA,2.532,2004-10-27,2004
662,NORTE,RORAIMA,2.182,2004-10-27,2004
663,NORTE,TOCANTINS,2.34,2004-10-27,2004
664,SUDESTE,ESPIRITO SANTO,2.24,2004-10-27,2004
665,SUDESTE,MINAS GERAIS,2.18,2004-10-27,2004
666,SUDESTE,RIO DE JANEIRO,2.243,2004-10-27,2004
667,SUDESTE,SAO PAULO,2.107,2004-10-27,2004
668,SUL,PARANA,2.201,2004-10-27,2004
669,SUL,RIO GRANDE DO SUL,2.355,2004-10-27,2004
670,SUL,SANTA CATARINA,2.274,2004-10-27,2004
671,CENTRO OESTE,MATO GROSSO DO SUL,2.415,2004-10-27,2004
672,CENTRO OESTE,MATO GROSSO,2.638,2004-10-27,2004
673,CENTRO OESTE,DISTRITO FEDERAL,2.17,2004-10-27,2004
674,CENTRO OESTE,GOIAS,2.218,2004-10-27,2004
675,CENTRO OESTE,DISTRITO FEDERAL,2.138,2004-11-03,2004
676,CENTRO OESTE,GOIAS,2.177,2004-11-03,2004
677,CENTRO OESTE,MATO GROSSO,2.576,2004-11-03,2004
678,SUL,SANTA CATARINA,2.294,2004-11-03,2004
679,SUL,RIO GRANDE DO SUL,2.28,2004-11-03,2004
680,SUL,PARANA,2.163,2004-11-03,2004
681,SUDESTE,SAO PAULO,2.08,2004-11-03,2004
682,SUDESTE,RIO DE JANEIRO,2.175,2004-11-03,2004
683,SUDESTE,MINAS GERAIS,2.115,2004-11-03,2004
684,NORTE,TOCANTINS,2.337,2004-11-03,2004
685,NORTE,RORAIMA,2.185,2004-11-03,2004
686,NORTE,RONDONIA,2.443,2004-11-03,2004
687,NORTE,PARA,2.359,2004-11-03,2004
688,NORTE,AMAZONAS,2.325,2004-11-03,2004
689,NORTE,AMAPA,2.336,2004-11-03,2004
690,NORTE,ACRE,2.485,2004-11-03,2004
691,NORDESTE,SERGIPE,2.133,2004-11-03,2004
692,NORDESTE,RIO GRANDE DO NORTE,2.211,2004-11-03,2004
693,SUDESTE,ESPIRITO SANTO,2.23,2004-11-03,2004
694,NORDESTE,PERNAMBUCO,2.222,2004-11-03,2004
695,NORDESTE,PIAUI,2.225,2004-11-03,2004
696,NORDESTE,PARAIBA,2.146,2004-11-03,2004
697,CENTRO OESTE,MATO GROSSO DO SUL,2.419,2004-11-03,2004
698,NORDESTE,ALAGOAS,2.296,2004-11-03,2004
699,NORDESTE,BAHIA,2.242,2004-11-03,2004
700,NORDESTE,CEARA,2.328,2004-11-03,2004
701,NORDESTE,MARANHAO,2.128,2004-11-03,2004
702,CENTRO OESTE,MATO GROSSO DO SUL,2.453,2004-11-10,2004
703,CENTRO OESTE,DISTRITO FEDERAL,2.227,2004-11-10,2004
704,CENTRO OESTE,GOIAS,2.277,2004-11-10,2004
705,CENTRO OESTE,MATO GROSSO,2.583,2004-11-10,2004
706,NORDESTE,ALAGOAS,2.299,2004-11-10,2004
707,NORDESTE,BAHIA,2.239,2004-11-10,2004
708,NORDESTE,MARANHAO,2.143,2004-11-10,2004
709,NORDESTE,CEARA,2.326,2004-11-10,2004
710,NORTE,ACRE,2.481,2004-11-10,2004
711,NORDESTE,RIO GRANDE DO NORTE,2.205,2004-11-10,2004
712,NORDESTE,SERGIPE,2.144,2004-11-10,2004
713,NORTE,AMAPA,2.332,2004-11-10,2004
714,NORTE,AMAZONAS,2.326,2004-11-10,2004
715,NORTE,PARA,2.378,2004-11-10,2004
716,NORTE,RONDONIA,2.454,2004-11-10,2004
717,NORTE,RORAIMA,2.185,2004-11-10,2004
718,NORTE,TOCANTINS,2.352,2004-11-10,2004
719,SUDESTE,ESPIRITO SANTO,2.248,2004-11-10,2004
720,SUDESTE,MINAS GERAIS,2.13,2004-11-10,2004
721,SUDESTE,SAO PAULO,2.096,2004-11-10,2004
722,SUL,PARANA,2.175,2004-11-10,2004
723,SUDESTE,RIO DE JANEIRO,2.202,2004-11-10,2004
724,SUL,SANTA CATARINA,2.318,2004-11-10,2004
725,NORDESTE,PARAIBA,2.147,2004-11-10,2004
726,NORDESTE,PERNAMBUCO,2.229,2004-11-10,2004
727,NORDESTE,PIAUI,2.309,2004-11-10,2004
728,SUL,RIO GRANDE DO SUL,2.287,2004-11-10,2004
729,NORDESTE,PARAIBA,2.147,2004-11-17,2004
730,NORDESTE,BAHIA,2.262,2004-11-17,2004
731,NORDESTE,ALAGOAS,2.301,2004-11-17,2004
732,CENTRO OESTE,MATO GROSSO DO SUL,2.455,2004-11-17,2004
733,CENTRO OESTE,GOIAS,2.193,2004-11-17,2004
734,CENTRO OESTE,DISTRITO FEDERAL,2.202,2004-11-17,2004
735,NORDESTE,MARANHAO,2.144,2004-11-17,2004
736,CENTRO OESTE,MATO GROSSO,2.582,2004-11-17,2004
737,NORDESTE,RIO GRANDE DO NORTE,2.231,2004-11-17,2004
738,NORDESTE,SERGIPE,2.174,2004-11-17,2004
739,NORTE,ACRE,2.484,2004-11-17,2004
740,NORTE,AMAPA,2.333,2004-11-17,2004
741,NORDESTE,CEARA,2.327,2004-11-17,2004
742,NORTE,AMAZONAS,2.325,2004-11-17,2004
743,NORTE,PARA,2.356,2004-11-17,2004
744,NORTE,RONDONIA,2.438,2004-11-17,2004
745,NORTE,RORAIMA,2.187,2004-11-17,2004
746,NORTE,TOCANTINS,2.351,2004-11-17,2004
747,SUDESTE,ESPIRITO SANTO,2.251,2004-11-17,2004
748,SUDESTE,MINAS GERAIS,2.135,2004-11-17,2004
749,SUDESTE,RIO DE JANEIRO,2.217,2004-11-17,2004
750,SUDESTE,SAO PAULO,2.103,2004-11-17,2004
751,SUL,PARANA,2.189,2004-11-17,2004
752,SUL,RIO GRANDE DO SUL,2.287,2004-11-17,2004
753,SUL,SANTA CATARINA,2.324,2004-11-17,2004
754,NORDESTE,PIAUI,2.309,2004-11-17,2004
755,NORDESTE,PERNAMBUCO,2.222,2004-11-17,2004
756,NORTE,RONDONIA,2.455,2004-11-24,2004
757,NORTE,AMAZONAS,2.326,2004-11-24,2004
758,SUL,PARANA,2.158,2004-11-24,2004
759,SUDESTE,SAO PAULO,2.108,2004-11-24,2004
760,SUDESTE,RIO DE JANEIRO,2.226,2004-11-24,2004
761,SUDESTE,MINAS GERAIS,2.139,2004-11-24,2004
762,SUDESTE,ESPIRITO SANTO,2.251,2004-11-24,2004
763,NORTE,TOCANTINS,2.362,2004-11-24,2004
764,NORTE,RORAIMA,2.254,2004-11-24,2004
765,NORTE,PARA,2.367,2004-11-24,2004
766,CENTRO OESTE,MATO GROSSO,2.589,2004-11-24,2004
767,CENTRO OESTE,DISTRITO FEDERAL,2.24,2004-11-24,2004
768,CENTRO OESTE,GOIAS,2.195,2004-11-24,2004
769,SUL,RIO GRANDE DO SUL,2.336,2004-11-24,2004
770,CENTRO OESTE,MATO GROSSO DO SUL,2.455,2004-11-24,2004
771,NORDESTE,ALAGOAS,2.3,2004-11-24,2004
772,NORDESTE,CEARA,2.33,2004-11-24,2004
773,NORDESTE,MARANHAO,2.131,2004-11-24,2004
774,NORDESTE,PARAIBA,2.149,2004-11-24,2004
775,NORDESTE,PERNAMBUCO,2.222,2004-11-24,2004
776,NORDESTE,PIAUI,2.316,2004-11-24,2004
777,NORDESTE,RIO GRANDE DO NORTE,2.258,2004-11-24,2004
778,NORDESTE,SERGIPE,2.188,2004-11-24,2004
779,NORTE,ACRE,2.542,2004-11-24,2004
780,NORTE,AMAPA,2.433,2004-11-24,2004
781,NORDESTE,BAHIA,2.285,2004-11-24,2004
782,SUL,SANTA CATARINA,2.318,2004-11-24,2004
783,SUL,RIO GRANDE DO SUL,2.486,2004-12-01,2004
784,SUL,SANTA CATARINA,2.409,2004-12-01,2004
785,SUL,PARANA,2.279,2004-12-01,2004
786,SUDESTE,SAO PAULO,2.19,2004-12-01,2004
787,SUDESTE,RIO DE JANEIRO,2.286,2004-12-01,2004
788,SUDESTE,MINAS GERAIS,2.224,2004-12-01,2004
789,CENTRO OESTE,DISTRITO FEDERAL,2.261,2004-12-01,2004
790,CENTRO OESTE,GOIAS,2.345,2004-12-01,2004
791,CENTRO OESTE,MATO GROSSO,2.694,2004-12-01,2004
792,CENTRO OESTE,MATO GROSSO DO SUL,2.521,2004-12-01,2004
793,NORDESTE,ALAGOAS,2.374,2004-12-01,2004
794,NORDESTE,BAHIA,2.388,2004-12-01,2004
795,NORDESTE,CEARA,2.387,2004-12-01,2004
796,NORDESTE,MARANHAO,2.258,2004-12-01,2004
797,NORDESTE,PARAIBA,2.307,2004-12-01,2004
798,NORDESTE,PERNAMBUCO,2.293,2004-12-01,2004
799,NORDESTE,PIAUI,2.443,2004-12-01,2004
800,NORDESTE,RIO GRANDE DO NORTE,2.371,2004-12-01,2004
801,NORDESTE,SERGIPE,2.275,2004-12-01,2004
802,NORTE,ACRE,2.61,2004-12-01,2004
803,NORTE,AMAPA,2.501,2004-12-01,2004
804,NORTE,AMAZONAS,2.498,2004-12-01,2004
805,NORTE,PARA,2.431,2004-12-01,2004
806,NORTE,RONDONIA,2.538,2004-12-01,2004
807,NORTE,RORAIMA,2.32,2004-12-01,2004
808,NORTE,TOCANTINS,2.43,2004-12-01,2004
809,SUDESTE,ESPIRITO SANTO,2.313,2004-12-01,2004
810,NORDESTE,PIAUI,2.439,2004-12-08,2004
811,NORDESTE,MARANHAO,2.232,2004-12-08,2004
812,NORDESTE,PARAIBA,2.303,2004-12-08,2004
813,NORDESTE,PERNAMBUCO,2.36,2004-12-08,2004
814,NORDESTE,RIO GRANDE DO NORTE,2.353,2004-12-08,2004
815,NORDESTE,SERGIPE,2.26,2004-12-08,2004
816,NORTE,ACRE,2.637,2004-12-08,2004
817,NORTE,AMAPA,2.466,2004-12-08,2004
818,NORTE,AMAZONAS,2.516,2004-12-08,2004
819,NORTE,PARA,2.452,2004-12-08,2004
820,CENTRO OESTE,DISTRITO FEDERAL,2.284,2004-12-08,2004
821,CENTRO OESTE,GOIAS,2.367,2004-12-08,2004
822,CENTRO OESTE,MATO GROSSO,2.707,2004-12-08,2004
823,CENTRO OESTE,MATO GROSSO DO SUL,2.527,2004-12-08,2004
824,NORDESTE,ALAGOAS,2.445,2004-12-08,2004
825,NORDESTE,BAHIA,2.385,2004-12-08,2004
826,NORDESTE,CEARA,2.446,2004-12-08,2004
827,NORTE,RONDONIA,2.557,2004-12-08,2004
828,NORTE,TOCANTINS,2.441,2004-12-08,2004
829,NORTE,RORAIMA,2.384,2004-12-08,2004
830,SUDESTE,MINAS GERAIS,2.212,2004-12-08,2004
831,SUDESTE,ESPIRITO SANTO,2.316,2004-12-08,2004
832,SUDESTE,RIO DE JANEIRO,2.291,2004-12-08,2004
833,SUDESTE,SAO PAULO,2.201,2004-12-08,2004
834,SUL,PARANA,2.255,2004-12-08,2004
835,SUL,SANTA CATARINA,2.4,2004-12-08,2004
836,SUL,RIO GRANDE DO SUL,2.478,2004-12-08,2004
837,SUL,SANTA CATARINA,2.402,2004-12-15,2004
838,SUL,RIO GRANDE DO SUL,2.477,2004-12-15,2004
839,SUL,PARANA,2.223,2004-12-15,2004
840,SUDESTE,SAO PAULO,2.197,2004-12-15,2004
841,SUDESTE,RIO DE JANEIRO,2.286,2004-12-15,2004
842,SUDESTE,ESPIRITO SANTO,2.314,2004-12-15,2004
843,NORTE,TOCANTINS,2.445,2004-12-15,2004
844,NORTE,RORAIMA,2.384,2004-12-15,2004
845,NORTE,RONDONIA,2.537,2004-12-15,2004
846,NORTE,PARA,2.431,2004-12-15,2004
847,NORTE,AMAZONAS,2.506,2004-12-15,2004
848,NORTE,AMAPA,2.453,2004-12-15,2004
849,NORTE,ACRE,2.638,2004-12-15,2004
850,NORDESTE,SERGIPE,2.268,2004-12-15,2004
851,NORDESTE,RIO GRANDE DO NORTE,2.322,2004-12-15,2004
852,NORDESTE,PIAUI,2.439,2004-12-15,2004
853,NORDESTE,PERNAMBUCO,2.345,2004-12-15,2004
854,NORDESTE,PARAIBA,2.289,2004-12-15,2004
855,NORDESTE,MARANHAO,2.238,2004-12-15,2004
856,NORDESTE,CEARA,2.444,2004-12-15,2004
857,NORDESTE,BAHIA,2.386,2004-12-15,2004
858,NORDESTE,ALAGOAS,2.443,2004-12-15,2004
859,CENTRO OESTE,MATO GROSSO DO SUL,2.522,2004-12-15,2004
860,CENTRO OESTE,MATO GROSSO,2.707,2004-12-15,2004
861,CENTRO OESTE,GOIAS,2.362,2004-12-15,2004
862,CENTRO OESTE,DISTRITO FEDERAL,2.24,2004-12-15,2004
863,SUDESTE,MINAS GERAIS,2.212,2004-12-15,2004
864,SUL,SANTA CATARINA,2.398,2004-12-22,2004
865,SUL,RIO GRANDE DO SUL,2.471,2004-12-22,2004
866,SUL,PARANA,2.221,2004-12-22,2004
867,SUDESTE,SAO PAULO,2.205,2004-12-22,2004
868,SUDESTE,RIO DE JANEIRO,2.296,2004-12-22,2004
869,SUDESTE,MINAS GERAIS,2.22,2004-12-22,2004
870,SUDESTE,ESPIRITO SANTO,2.314,2004-12-22,2004
871,NORTE,TOCANTINS,2.449,2004-12-22,2004
872,NORTE,RORAIMA,2.385,2004-12-22,2004
873,NORTE,RONDONIA,2.553,2004-12-22,2004
874,NORTE,AMAZONAS,2.517,2004-12-22,2004
875,NORTE,AMAPA,2.452,2004-12-22,2004
876,NORTE,ACRE,2.639,2004-12-22,2004
877,NORDESTE,SERGIPE,2.283,2004-12-22,2004
878,NORDESTE,RIO GRANDE DO NORTE,2.308,2004-12-22,2004
879,NORDESTE,PIAUI,2.442,2004-12-22,2004
880,NORDESTE,PERNAMBUCO,2.344,2004-12-22,2004
881,NORTE,PARA,2.44,2004-12-22,2004
882,NORDESTE,MARANHAO,2.298,2004-12-22,2004
883,NORDESTE,CEARA,2.427,2004-12-22,2004
884,NORDESTE,BAHIA,2.372,2004-12-22,2004
885,NORDESTE,ALAGOAS,2.449,2004-12-22,2004
886,CENTRO OESTE,MATO GROSSO DO SUL,2.524,2004-12-22,2004
887,CENTRO OESTE,MATO GROSSO,2.697,2004-12-22,2004
